employee_id,age,tenure_years,job_level,department,gender,job_role,location_state,salary,engagement_score,performance_rating,work_life_balance,overtime_hours,commute_distance_km,promotion_count,manager_changes,last_raise_pct,remote_ratio,is_contract,flight_risk
470,61,3.680036886410874,5,Operations,Female,Engineer,FL,135344.07847348007,61.16093711404005,4.0,2.0,8.553289355231364,21.225962045945728,0.9475393890036427,1,3.2118224192323037,1.0,0,0
471,53,0.0,1,HR,Female,Manager,GA,49736.24683925203,68.85701591920294,3.0,3.0,4.107440786662899,20.52753272701929,0.3128106297567686,1,2.167428911823887,1.0,0,0
472,56,1.258047590917493,5,HR,Male,Director,OH,134033.92088742356,74.8479639528806,3.0,4.0,10.513685167300064,22.36154983757744,0.2366335698068778,1,1.2604106908443553,0.0,0,0
473,39,8.3625219542095,1,Engineering,Male,Director,FL,85702.00269731511,77.2555209041277,4.0,3.0,10.558409251689852,24.906346222959705,2.9059837251104232,3,2.4661145810812553,0.0,0,0
474,41,3.006121999810607,4,Operations,Female,Manager,GA,155680.6854026206,69.91348680725825,3.0,3.0,8.303370031438496,35.95159151786078,0.022352984415757948,1,6.625250654376029,0.5,0,0
475,48,6.0817750329705245,2,HR,Male,Analyst,GA,70488.38828725478,50.05163466339128,3.0,2.0,0.0,22.96666787537158,1.1295370349639442,0,-0.5289945701838583,1.0,0,0
476,55,0.8279437100742317,5,Marketing,Male,Manager,FL,157497.0784460312,80.91679225465283,4.0,2.0,0.0,18.274781525693573,0.0,0,5.887157405031779,0.5,0,0
477,58,9.316116447077693,1,HR,Male,Analyst,TX,46255.19419733106,69.20562004505459,2.0,2.0,14.688740925541465,31.7756106502587,2.6278898987901087,0,1.8753437237615542,1.0,0,0
478,20,4.567917019835971,2,HR,Male,Engineer,CA,81613.06606077925,87.42602185022048,3.0,4.0,0.0,44.91288868307721,0.3873962172387009,0,3.3690988156391684,1.0,0,0
479,49,5.870121189450606,5,Operations,Female,Manager,TX,142599.302917499,59.383918307800954,4.0,4.0,11.177228050460648,28.98084905001707,1.2620785376600816,1,3.5612632581479318,0.0,0,0
480,24,11.977339375645055,2,Marketing,Male,Analyst,WA,73070.35388664532,45.96587908973508,3.0,2.0,9.945168597457682,20.47447352169708,2.757591801728731,1,3.3377653850880655,0.0,0,0
481,32,9.549320301768212,2,Operations,Female,Engineer,TX,86009.16971623086,69.48960995975388,4.0,3.0,0.0,23.190366597227023,3.616182966799926,3,3.138617110253594,0.5,1,0
482,57,4.080303136138827,3,Engineering,Female,Manager,TX,113528.00925925907,89.43929032426396,4.0,2.0,0.0,21.072525112779097,0.5713926847341615,0,2.6669321984764083,0.5,0,0
483,31,3.2203394453889223,2,Finance,Female,Director,OH,89490.30703494484,72.41413204924076,3.0,2.0,1.017611814364514,18.22222098327993,0.14816956264282966,0,2.285724478175791,0.5,0,0
484,55,4.023364965441404,2,HR,Female,Manager,FL,53396.23679413458,67.00495301240716,1.0,4.0,19.546105305431077,43.98204997807657,1.2985359675284343,3,7.959320640896418,0.5,0,0
485,40,6.529694745429607,2,Finance,Female,Associate,FL,99506.56965916275,56.9447947351385,2.0,3.0,0.0,9.01135950820281,2.877719762859741,2,4.075147948209783,0.5,0,0
486,30,4.684327597247386,4,Operations,Male,Manager,WA,154935.60490527365,96.36649700021233,4.0,5.0,0.0,31.85886993891239,1.2687390659518423,1,3.6221551203251567,0.0,0,0
487,35,3.814267564989585,1,Operations,Female,Associate,WA,58179.649810798364,54.55596107672831,2.0,4.0,0.0,16.489716687593116,1.0665591489679287,0,2.0660418329437413,0.0,0,0
488,43,9.401543752127127,1,Operations,Female,Engineer,OH,64011.66844443503,59.1190861355764,3.0,4.0,13.503491335846636,0.23496995833531287,3.460609834397693,0,2.776168536607953,0.5,0,0
489,54,4.6573703246664895,5,Finance,Female,Manager,FL,157155.24232321206,78.55051294126034,3.0,4.0,3.2995900186242553,15.74018707696192,1.8576148385488649,0,2.0764863749158966,0.0,0,0
490,47,11.898767279111958,4,Operations,Female,Engineer,TX,124253.83707650763,42.15968965169816,4.0,3.0,0.6186563973560277,11.438689994953025,3.6548967847991234,2,6.296032515743502,0.0,0,1
491,61,5.272227691256519,2,Engineering,Male,Engineer,CA,81559.9710777362,89.11885998072009,3.0,4.0,14.894318120367457,24.930927821011913,1.156946331890318,0,1.7392027405872201,0.0,1,0
492,59,10.355955182674183,2,Operations,Male,Analyst,GA,72437.63761220989,79.36289671326034,3.0,3.0,9.056458615548758,19.09560267190285,3.232419081678877,0,-2.7387376149446423,0.5,0,0
493,53,6.07195826813188,1,Sales,Female,Engineer,NC,62486.57640976104,83.48846607716665,3.0,5.0,0.0,5.7356776362243735,0.9183747622546391,1,4.174924112394659,0.0,0,0
494,47,7.888881719748344,1,Finance,Male,Engineer,GA,63962.20479382617,78.37175517924481,3.0,4.0,0.0,35.652094961876585,1.8797608760068254,0,3.1618275172893724,1.0,0,0
495,33,2.826166845446827,2,Sales,Female,Manager,WA,63048.307728785345,67.58314723815445,3.0,3.0,13.107189754159812,31.081608053708692,1.666353832129386,0,2.2426353495780944,0.5,0,0
496,38,2.4387223322377647,2,Operations,Male,Manager,WA,60205.922562700274,54.05276934766866,4.0,3.0,5.117517146192011,37.032666385156816,1.4779734200554628,1,6.73466835984309,0.5,0,1
497,25,6.379117865044963,2,Engineering,Male,Director,GA,75318.41397625647,67.89886838162559,3.0,5.0,0.0,20.843575968817397,2.0850959238997864,2,-4.200558809144349,1.0,0,0
498,36,7.965659727395946,1,HR,Male,Analyst,NC,52612.176536055995,55.37145532371048,3.0,2.0,0.0,17.571203180631713,1.1182905464299895,0,8.728732194909671,0.0,0,0
499,61,5.1207695060013885,5,Marketing,Male,Engineer,TX,204295.13213436602,77.29232965114575,4.0,5.0,0.0,26.442725791423452,0.7381440849247923,0,7.1640332813424745,0.5,0,0
500,39,1.1408199947489086,5,Marketing,Female,Analyst,CA,187881.52290960497,82.10169745822152,3.0,3.0,0.0,11.070299748949175,0.0,0,2.115840210415546,1.0,0,0
501,25,0.9192249011320186,3,Operations,Male,Associate,CA,69771.21646248881,92.15212946797311,4.0,2.0,0.0,19.560714656638034,0.1596162672344893,0,2.6476471849509946,1.0,0,0
502,49,0.7185907934412761,2,Engineering,Female,Engineer,GA,115250.33211749441,75.57651460829295,3.0,3.0,0.0,15.891865208143617,0.0,0,5.513160854388067,1.0,0,0
503,63,0.0,1,Finance,Female,Analyst,NC,71848.9839407884,83.8686303489278,4.0,2.0,0.0,0.4675881937209496,0.0,0,5.593647969522993,1.0,0,0
504,59,5.3284560783412624,3,Sales,Male,Director,OH,79893.32084975138,65.54282894154787,3.0,4.0,1.7612309813080067,19.52946605806887,2.5827931652764313,1,2.098354427285318,0.0,1,0
505,32,8.375131765124076,3,Sales,Female,Director,WA,99270.05477931624,62.825842929877076,4.0,2.0,16.85037031589399,12.708397299080376,2.6333963161506535,1,-0.8503302615927808,0.0,0,0
506,40,4.959752639225574,1,Sales,Female,Engineer,NY,65202.388256564795,77.10507836225202,3.0,3.0,3.1320970953120835,15.089374031780354,1.5483681600125,0,10.341078163606014,0.5,0,0
507,43,0.0,4,Finance,Female,Associate,TX,155889.36383619136,64.20290690924637,3.0,4.0,3.8269761357904986,22.365419347799453,0.0,0,6.868372149806653,0.0,0,0
508,31,4.427718618996354,3,Marketing,Male,Director,OH,81488.66425317874,74.03778683241487,4.0,3.0,8.564787546592598,33.270397607839506,0.2816715905428828,0,4.47055908488305,0.0,0,1
509,32,4.511603010102179,4,Engineering,Female,Director,GA,165924.92115215323,54.08211715996868,4.0,3.0,3.33877350253408,7.81475891342426,0.5521115761319424,0,4.527325747720134,1.0,0,0
510,30,11.287996250676319,3,Finance,Female,Associate,CA,79486.8645387857,56.77558476285549,2.0,2.0,7.801070747206959,13.961301418447716,2.2175082970829134,2,5.863951085489564,0.0,0,0
511,64,0.6285862612413311,2,Sales,Male,Analyst,WA,77326.13389091346,79.53113951527435,3.0,3.0,6.964304138662133,8.819007643682271,0.22461723198528577,0,6.223189858135029,0.0,1,0
512,53,3.8279671922024128,2,Operations,Male,Director,OH,87802.01365575055,83.30035113109145,1.0,5.0,5.858119959194704,8.037832946412102,1.3240363947022478,0,-2.2591000324639037,1.0,0,0
513,57,10.117558041633693,4,HR,Female,Manager,OH,112309.02282159816,55.21515746549979,3.0,4.0,24.36526259093271,10.86517267620273,2.31155689734659,1,2.9473840619040192,1.0,0,0
514,56,6.349935024039644,4,Finance,Male,Director,FL,133222.94892082197,80.05921465759631,4.0,3.0,11.377880908310463,15.642596606217666,1.9030187536711012,0,2.635510131387024,0.0,0,0
515,63,6.689939220549274,1,Finance,Female,Analyst,FL,71404.3220981487,62.00896490447088,3.0,3.0,0.0,25.03045988253005,2.7928074956105915,2,3.5156960244940536,1.0,0,0
516,24,5.343753311071635,1,Engineering,Male,Analyst,NC,76223.14935548864,70.24757764300465,3.0,3.0,7.591555303324148,21.845349177418058,2.7014050657145234,0,6.312381829425437,1.0,0,0
517,59,5.989830615971794,2,Engineering,Female,Engineer,NC,113668.06562335404,91.2541662368597,1.0,3.0,0.0,5.317716011001007,2.173626386441472,0,-1.3702405923719345,0.0,0,0
518,22,7.332828590835608,3,Finance,Female,Manager,GA,132344.7096192341,82.11230851034423,3.0,3.0,8.123755348418975,33.529923887005836,1.9901895807208818,0,-0.04742715669013098,0.0,0,0
519,41,2.5715410433217007,5,Sales,Male,Analyst,OH,185952.9950544915,81.93807982033289,3.0,4.0,0.0,29.332947677724455,1.177588558703382,1,1.95476489039312,0.0,0,0
520,46,7.6341757367245995,1,HR,Male,Associate,NY,54386.877897165876,98.6318553768545,4.0,2.0,0.0,7.185772192683556,2.9922790578423766,0,4.463035379399683,0.5,1,0
521,36,0.8809909493433823,2,Engineering,Female,Manager,CA,98783.78324990973,59.44180988425303,4.0,2.0,7.40735293743089,32.68933070303473,0.0,1,6.496376840021122,0.0,0,0
522,26,5.985103918494614,2,Sales,Female,Manager,GA,81074.10799716577,55.211875375111816,3.0,4.0,11.983683795186177,21.923260951155314,2.599271113676311,1,8.89397025868347,1.0,1,0
523,28,5.536222889858982,5,Operations,Female,Associate,NY,144661.65632030845,59.168165946571136,3.0,2.0,8.518510441271092,16.122536364897044,1.2550258761753,0,3.140937400346953,1.0,0,0
524,57,3.1511207354236763,3,Engineering,Male,Director,WA,101040.87737106858,66.18248419890078,2.0,4.0,10.978821341746528,22.296960533751747,0.5793424371585563,0,6.491442728874954,1.0,0,0
525,34,4.93194417402306,3,Sales,Male,Associate,NC,89097.14046241099,34.6817407856216,3.0,3.0,7.616729911346923,17.690750452493738,1.1961701233121806,1,6.13048743479725,1.0,0,0
526,33,3.1323795420033407,2,Sales,Male,Associate,FL,76615.82621677748,66.88857644954784,2.0,2.0,6.207472693226324,24.540943853776877,1.087016066694979,0,5.62500745321039,1.0,0,1
527,61,1.784896019414767,2,HR,Female,Director,TX,72535.2476758255,61.83143902157632,2.0,3.0,1.4741470801909418,20.247786277574008,0.0,2,3.927157180485399,0.0,0,0
528,26,3.939155775159067,1,HR,Male,Director,OH,59589.97259533133,81.75639651096698,2.0,2.0,10.691012661017579,13.950887372733565,0.9545846578023054,1,2.8014041846784887,0.0,0,0
529,61,1.6880340938850154,1,Operations,Male,Director,WA,52170.84683048034,75.2862906851506,4.0,4.0,12.17415462978649,0.0,0.797461779294453,1,0.8038020081921617,1.0,0,0
530,61,5.968392392279744,4,Sales,Female,Director,FL,147266.74478485115,60.989550583459945,3.0,3.0,4.558190160691574,24.326190487583112,1.8363977187871798,0,0.6052214016348318,0.0,0,0
531,46,1.5497435175429093,3,Marketing,Female,Director,CA,117816.39113433255,78.84941268044356,3.0,5.0,4.181517707549394,13.516136659359196,0.6712725707719984,0,5.041245470494016,0.5,0,0
532,27,7.135931068973154,5,Sales,Male,Associate,CA,154445.276855469,80.84894589735654,3.0,4.0,16.13984068205566,27.335359315742956,1.8444562208493065,0,3.836732469154258,0.5,0,0
533,27,1.45556279621354,5,HR,Male,Engineer,FL,152488.49443877387,58.471813153128835,2.0,2.0,4.85704754128644,23.780100747308644,0.8321010561100347,0,2.753477866479442,1.0,0,0
534,32,3.301115253256981,2,Marketing,Female,Engineer,WA,75150.72191181911,62.60463616926372,4.0,1.0,5.529801092561784,13.828029466127889,1.5770254598465652,0,5.994425878890427,0.0,0,0
535,45,3.126189775354463,3,Engineering,Female,Analyst,FL,147992.56743780378,36.61955219353026,1.0,3.0,8.389581354270266,30.27585829292802,1.4910606659703305,0,3.3985324987336765,1.0,0,0
536,26,8.975440186624517,4,Engineering,Male,Engineer,NY,166497.22811246326,53.64010038446072,3.0,2.0,4.3153562083209245,20.458099942038853,2.8209776215986007,2,1.2604625386443145,0.0,0,0
537,40,5.990869836849775,3,Finance,Female,Engineer,GA,96107.01010521936,58.862956593646324,3.0,5.0,0.0,19.963714168537045,2.2750126614770005,1,3.20050579290945,0.5,0,0
538,25,4.364798592366817,1,HR,Female,Associate,NC,50187.20619333077,71.11249264909033,3.0,3.0,7.645759028664653,16.342671758842293,1.7697216625736432,0,6.4618895416239805,0.0,0,0
539,44,6.49615832320917,2,Finance,Male,Director,NY,112249.51418462237,55.81925980960277,3.0,4.0,4.72871492984375,38.202668546877575,3.4619499792131077,0,0.9294602434722448,1.0,0,0
540,20,0.0,1,Marketing,Male,Director,TX,53115.717827062515,62.298220194263365,2.0,3.0,17.895748295321475,9.4407992508521,0.730840242029225,0,4.62783045261263,0.0,0,0
541,51,4.870599231077278,5,HR,Female,Associate,FL,149402.01563199644,51.62003977626101,3.0,3.0,10.519139852046633,14.127905550491338,1.3383532983266246,0,3.8337227668183473,1.0,1,0
542,22,10.992542533414287,2,Operations,Female,Engineer,TX,81141.13692456538,72.56670847796906,3.0,3.0,0.8316239948989894,3.1519782590400425,2.593718865710246,1,1.7175703258916375,0.0,1,0
543,28,5.397039519208017,1,Sales,Male,Associate,TX,47292.36764701736,76.38571891877362,3.0,4.0,10.103421534332629,26.72077292789407,1.3853271383468244,0,3.119943438881526,0.0,0,0
544,27,5.203739507508007,3,Operations,Female,Analyst,NY,104969.10375724765,76.03548022629734,4.0,3.0,7.155060843116859,11.014211923707919,1.2877118030708714,0,-0.715049026335965,0.5,1,1
545,57,6.644385138926588,2,Marketing,Female,Director,NC,61692.12872119488,70.18541697857889,2.0,2.0,14.16598411361859,12.35957301928414,2.205249294614546,0,4.328920582471998,0.0,0,0
546,22,7.686815729943037,2,HR,Male,Manager,WA,63430.94688278534,46.883905052479086,3.0,5.0,1.3288205101967243,11.79676041411383,1.776079318584431,1,-0.09419895019207836,0.0,0,0
547,39,0.0,1,Marketing,Female,Analyst,CA,63410.17110377743,60.70069504160723,3.0,3.0,6.3207330385166705,18.752662992748654,0.7153063029122422,1,7.2173116516683695,0.0,0,0
548,46,0.0,3,Sales,Female,Analyst,GA,109565.39812881038,63.89039991522273,4.0,3.0,4.306344456352554,2.9908849840902487,0.0,0,3.7240827308974342,1.0,0,0
549,43,5.63087387325844,2,Engineering,Male,Associate,OH,90661.19123961199,63.95057030619062,3.0,1.0,5.409355961408096,0.0,0.629306024855419,0,2.2845590302921774,0.5,0,0
550,50,2.855370314307471,3,Engineering,Male,Engineer,CA,131770.6904185671,71.12471826984755,4.0,4.0,0.0,23.49244844871326,0.7347504850469251,1,7.48167798416936,0.0,0,0
551,56,8.936075786659742,2,Marketing,Male,Director,NC,77296.92070126496,91.38312058556528,3.0,3.0,9.031381675392236,0.0,2.047629080956905,0,0.9044534673256961,1.0,1,0
552,37,4.054476830344329,4,Finance,Female,Manager,OH,144271.69565079958,82.181443190269,4.0,3.0,7.925749930946478,28.24965340772855,0.403481639136373,0,1.7569512824939855,0.0,0,0
553,57,0.0,2,HR,Female,Analyst,CA,76896.59453056146,55.18723330226958,2.0,3.0,13.996565318452566,36.702332994421766,0.0,1,-1.4877399860949367,0.5,0,1
554,34,1.195958249468009,2,HR,Male,Manager,FL,62362.638723079115,80.17604312944951,1.0,3.0,4.929819036092535,16.0293143527796,0.0,1,7.928518912998332,0.0,0,0
555,64,0.0,4,Engineering,Female,Engineer,FL,152919.67004664696,79.60453551498604,4.0,3.0,2.117123442263055,33.59391536064588,0.0060805987405314205,0,9.618597089779591,0.5,0,0
556,42,4.297623388151262,2,Operations,Female,Engineer,NY,71486.98281067515,57.908987905726526,4.0,4.0,10.52506064560826,17.70892296548137,0.8556099236260895,0,-1.020781934576176,0.0,0,0
557,53,4.43484761820685,1,Sales,Female,Manager,TX,42680.93165335785,82.73298883953159,4.0,4.0,0.0,37.19089390893444,0.9436187045376279,0,1.5526826781500018,1.0,0,0
558,59,3.726611870654307,1,Operations,Male,Director,OH,45251.410919536764,67.59435046082105,3.0,3.0,12.594891745587713,12.525385774641471,1.0618268178255976,0,4.209440744524155,0.0,1,1
559,55,8.236637117089217,3,Operations,Male,Engineer,NC,120435.01928830853,48.85069764978333,4.0,4.0,12.579893981895921,0.0,2.9618698330381736,1,2.4529175889740418,0.0,0,0
560,58,8.595559509550082,2,Marketing,Male,Manager,NC,82501.26278064723,76.82804086955713,3.0,3.0,13.80095230794086,17.041059070721975,3.338321424879012,0,3.9060549815713057,0.0,0,0
561,44,4.488834729931666,3,Engineering,Female,Analyst,CA,98980.52671653927,73.25442735421787,4.0,3.0,7.636360892756454,38.495558320928865,1.3711847460423434,0,3.6472061748690767,1.0,0,0
562,21,0.0,1,Engineering,Male,Manager,NY,51134.96510091211,66.58483556221259,4.0,3.0,1.5945253218156372,24.419619671285016,0.13532587126231213,0,5.222655580534914,0.5,0,0
563,42,6.851844741476775,1,Engineering,Female,Manager,CA,65381.16509639693,69.4382037252505,5.0,2.0,5.764314084137538,11.816121257545873,1.8477577157587168,1,1.1171035181381592,1.0,1,0
564,28,6.666080685525726,1,Marketing,Male,Associate,CA,67386.11770671539,59.21371781667307,3.0,3.0,7.660482265554444,21.946814031416782,2.193343653614226,1,4.5779789507327315,1.0,0,0
565,60,5.928174710470835,2,Finance,Male,Engineer,NC,87478.76518014124,79.15195755695665,3.0,2.0,1.0790084836848681,29.653498061430632,1.9278958193421505,0,0.6516177312724074,1.0,0,0
566,30,7.944439247924347,2,Operations,Female,Director,CA,89703.74497579518,69.34824048236611,2.0,2.0,14.331814022476511,16.97260273302635,3.0653483949742895,1,2.76442625190528,1.0,0,0
567,30,1.50551571061688,2,Marketing,Female,Director,TX,82117.5900185783,72.49673265922343,4.0,1.0,9.0605891729798,49.51668102410856,0.0,1,-1.2102539825300642,0.0,0,1
568,31,11.026266158555416,2,HR,Male,Associate,CA,74948.12980738188,75.35712886643309,4.0,3.0,0.0,11.790984521766154,3.009663113359937,0,2.7863554256452936,1.0,0,0
569,48,2.1217167405743957,4,Sales,Male,Director,OH,102354.16622135228,52.681215783605126,4.0,5.0,18.180115735260436,30.030128664536978,0.8097187044978422,1,2.281787251276076,0.0,0,0
570,45,7.247668781602564,1,Finance,Female,Manager,TX,71859.5916105352,56.58575467176922,5.0,3.0,5.681724926191238,27.143246837781597,2.054992134504037,2,6.830738070215985,1.0,0,0
571,62,0.0,2,HR,Male,Associate,NC,66483.21360862712,36.85083310575686,3.0,4.0,0.0,9.602070903623309,0.0,0,3.8222197830411955,0.5,0,0
572,38,2.2092059381898475,3,Operations,Male,Analyst,NY,110122.72713405953,78.47113387735611,2.0,5.0,0.0,12.906716791827925,0.0,1,4.3675096993114515,1.0,0,0
573,32,9.549105940176009,2,Engineering,Female,Engineer,FL,83398.0777566979,51.816849643798506,3.0,4.0,15.414485180157412,30.217183769752378,3.2121094385247484,1,3.932643914508454,0.5,0,0
574,22,4.21730053099745,2,Operations,Male,Engineer,OH,76991.80515948652,71.98854564843478,2.0,3.0,17.77489441351775,19.737454651250893,0.7507874986185655,0,-2.387326533217646,0.5,0,0
575,20,7.519767815398394,4,Marketing,Male,Engineer,TX,131389.49529771248,75.5648233740933,3.0,3.0,12.06639537436643,22.056860720727272,1.0955647952104655,0,-1.9908387805150038,1.0,0,0
576,36,5.7108661661577385,4,Sales,Male,Manager,NY,125042.56032174337,79.0352925833878,3.0,3.0,14.235160540109948,0.0,2.1456197634795786,2,3.0439670998575865,0.0,1,0
577,61,4.685125531999482,1,Marketing,Male,Analyst,NY,57913.22513137562,51.93974629245911,3.0,3.0,13.516308211590278,25.871983861945218,1.6139970351246342,0,4.835679964521416,0.0,0,0
578,43,9.091550974798068,4,Finance,Male,Associate,TX,138245.8231758418,69.02257572788963,2.0,3.0,8.898413069348463,21.447562128990814,2.528061534324507,0,3.295404421839663,0.5,0,0
579,60,4.290023526044299,2,Finance,Male,Associate,NC,81237.69333394272,95.05420631181624,4.0,4.0,7.30329251467648,17.23307972830616,0.6769900517846112,0,1.4078230751996492,1.0,0,0
580,24,0.0,1,Sales,Male,Engineer,GA,69486.0604154693,95.71472019976474,3.0,4.0,8.779042361336254,22.330702356708915,0.0,0,3.279060641902891,0.0,0,0
581,24,2.5902797241448847,2,HR,Male,Analyst,NY,81014.00509679515,84.80984641040426,3.0,2.0,10.152108102003062,13.089387514509005,1.469432481495776,0,3.0187433978668166,0.0,0,0
582,57,6.6535751861050825,5,HR,Female,Analyst,NY,124021.84035398829,75.06239708228259,4.0,2.0,0.0,10.897169953398311,0.9322019101270295,1,6.337009746647119,0.0,0,0
583,24,6.186527319087524,2,Finance,Male,Analyst,NC,97673.99812552727,54.92340416731933,4.0,3.0,10.123711105184771,15.097373620330682,0.8291926639812506,0,6.169059945597416,0.0,0,0
584,22,0.29882524929368515,1,Finance,Male,Director,NC,55981.684823074094,80.7793243808658,3.0,4.0,15.210317931079123,12.42956186018043,0.0,1,2.339756417069089,1.0,0,0
585,38,2.8269724417753967,2,Engineering,Female,Director,CA,78118.24382781188,67.62968156879738,4.0,4.0,3.555393001696783,44.1663547325184,0.7917201998599046,1,3.8502272384523692,1.0,0,0
586,61,3.25483595239326,1,HR,Female,Engineer,NC,56598.49939428248,78.40792412909266,3.0,5.0,2.807265502747421,28.942448746123077,0.6321779905249489,0,4.8285978585772265,0.5,1,0
587,51,3.9035912176573246,1,Sales,Male,Analyst,NY,41685.56314456179,60.50734817721825,4.0,3.0,8.335824164670662,6.378372912339588,1.501001721573733,1,5.273933186322042,0.5,0,0
588,24,0.8722592341953455,1,HR,Female,Analyst,TX,55812.39096478758,67.40600330740106,4.0,3.0,0.4523971471430466,42.43555202713011,0.9025172907248213,1,8.957794272371327,1.0,0,0
589,57,3.1148866756415643,1,Engineering,Male,Associate,GA,63979.09493208374,72.46221040114636,3.0,4.0,0.0,12.805720662764248,1.0572288863763561,0,3.915557105975152,0.0,1,0
590,57,2.8141685442214177,1,Marketing,Male,Associate,WA,52867.43332077047,73.69417137240788,3.0,3.0,13.034033280736246,18.353464409571416,1.1403075617454963,1,7.5062344126195555,0.0,0,0
591,56,7.314599779285758,1,Finance,Female,Engineer,CA,66872.14902544009,77.40584071690373,4.0,3.0,1.8433411798359693,28.76900633917584,2.2531453824387055,1,0.5197507670691914,0.5,0,0
592,60,7.4273639329707315,2,Finance,Female,Analyst,WA,97846.18396192242,61.31207523212651,3.0,3.0,5.129140051041465,0.0,2.127808835397971,0,2.0869785263478686,0.0,0,0
593,30,4.562568625733552,1,Engineering,Male,Engineer,TX,58257.22681113164,49.85073321834696,4.0,1.0,0.7291247129435412,15.155689836708373,0.527455816035055,0,-2.4074732510340855,0.0,0,1
594,64,3.8238806123878053,1,Sales,Male,Associate,GA,62028.89511350053,94.37177559849692,4.0,3.0,13.937283704390993,11.11999378839399,0.47574229326351036,1,4.453919620029207,0.0,0,0
595,34,5.41977293611734,4,Finance,Female,Associate,GA,146448.80362134482,100.0,3.0,3.0,10.9722331079881,20.460960954529618,0.7379554669932268,1,5.942571864576498,0.0,0,0
596,56,2.550274677633275,2,Operations,Male,Director,GA,60869.38358023458,76.71131066803568,3.0,4.0,3.314823211924096,22.44059619918531,0.6395470309185711,0,-3.666155329239297,0.0,0,0
597,46,1.559503753497677,3,Finance,Female,Engineer,FL,114018.70281317558,50.14011857904834,3.0,3.0,0.0,17.072887616011784,0.5849393197519597,0,4.564859102772521,1.0,0,0
598,55,2.1793363732228492,1,Operations,Male,Engineer,TX,63377.57224752654,58.402073247356846,3.0,2.0,2.571491365992598,16.516232421852145,0.0,2,5.812631041695535,0.0,0,0
599,48,3.09556050808563,1,Engineering,Female,Analyst,OH,83224.03311250081,77.63676353576453,2.0,3.0,8.991068899647995,30.78157647162534,0.9280028877142417,0,5.641712789015319,1.0,0,0
600,48,1.509578600623187,1,Engineering,Female,Analyst,CA,73655.55086464656,90.11673417521929,3.0,1.0,6.320449928558356,21.617831164008457,0.0,1,0.41241663989605826,0.0,0,0
601,47,5.486178677188624,1,Finance,Female,Director,CA,51751.254036808896,51.80664048187216,3.0,2.0,5.763686311163909,18.497100120623315,0.9259600159317773,1,6.319359919276743,1.0,0,0
602,55,7.1891470213511255,1,HR,Female,Manager,GA,52605.96073305078,68.13500768726648,4.0,4.0,6.481891316288682,19.77444709752167,1.6788323561638963,0,4.0279134921561965,1.0,0,0
603,53,0.23870509760527447,1,Operations,Female,Manager,TX,59200.529617891145,72.93898096665953,4.0,3.0,10.311573620487117,40.03066797036262,0.0,1,5.773112856749547,1.0,0,0
604,26,5.0753861336481,1,Sales,Male,Manager,FL,62095.94705987727,82.96867676928812,1.0,4.0,4.70698557154469,20.072087723809272,1.814105794675029,0,3.622426327458916,1.0,0,0
605,57,4.340192614200993,1,Finance,Male,Engineer,GA,70417.81802810081,64.84598358399431,4.0,1.0,8.150094153216518,11.826617940411538,1.1392523817994988,0,5.143112101166385,0.0,0,0
606,44,6.024526056610409,2,Sales,Male,Engineer,NC,84359.15695097037,46.542779630171125,3.0,3.0,0.0,0.0,2.210421593224098,0,7.327707400122334,0.0,0,0
607,34,4.961183695689236,1,Finance,Female,Associate,OH,62315.70339805135,79.31796339179354,4.0,3.0,22.87695543882728,0.7927515115805548,1.1513832446474486,1,3.3879338376927537,0.0,0,0
608,43,0.639202160205107,2,HR,Female,Engineer,WA,63612.14129300781,86.87193947756857,3.0,4.0,3.012984764786218,12.395689259042868,0.0,0,4.852314426690127,0.0,0,0
609,63,1.2128321034285037,2,HR,Male,Engineer,CA,50071.67705573429,68.76112807382259,3.0,4.0,6.4251510551878415,16.69947787255023,1.470553042610503,0,7.749306085770373,0.0,0,0
610,58,5.088270726754918,3,HR,Male,Engineer,WA,95636.11011563725,76.07860136959647,3.0,4.0,8.965258673503477,11.332542484677134,0.4799553532074874,0,3.6003095055707255,1.0,0,0
611,57,8.086342759236528,1,Marketing,Male,Director,NY,56123.77278951143,62.88263155859394,3.0,5.0,2.124466413196215,22.213727724549713,3.0810723915479707,0,0.6238115037464542,0.5,0,0
612,40,0.0,3,HR,Female,Engineer,GA,98610.91025455874,57.31340807911158,4.0,3.0,5.05477355974624,11.1779034659003,0.9927144225874962,0,6.028129372467983,0.5,0,0
613,55,6.03717973940474,2,Engineering,Male,Analyst,NC,75940.00237057626,85.39638520820829,3.0,4.0,4.969726922597426,7.026128758374838,2.1843989947296825,0,8.304632831828123,1.0,0,0
614,37,8.56886601586293,1,Engineering,Female,Analyst,CA,72934.04147591772,75.81243771721691,4.0,2.0,0.0,25.351726024288954,2.24996515148108,0,7.866350538452682,0.5,0,0
615,50,4.5409223713813605,4,Marketing,Other,Associate,WA,163261.08417130096,77.35552899102824,4.0,2.0,8.070125978777469,34.43273396253616,2.153547634867091,1,6.144963298986621,0.5,0,0
616,48,6.650607488079322,4,Operations,Male,Director,OH,121412.1023540024,92.53172721991919,4.0,4.0,0.0,4.713988827041426,1.707116752088664,0,-3.032472752275254,1.0,0,0
